,Unnamed: 0,sentence_reviews,Score,Class
475,475, But the ISP of SD860 gives better output and natural colours,3,Positive
476,476, The photos can't be zoomed as 64/108 MP ,2,Negative
477,477, the photo we get have enough colour and details,4,Positive
478,478, This phone has the best ips lcd screen I have ever used,5,Positive
479,479, without comparing to amoled It has good colours and the refresh rate works smooth not like other smart phone in this price range,4,Positive
480,480, Many people say that MIUI is tough UI,2,Negative
481,481, full of bugs and glitches,1,Negative
482,482, But t,3,Positive
483,483,It's awesome,5,Positive
484,484, I really loved it,5,Positive
485,485, Macro camera is so awesome,5,Positive
486,486, But I was not much happy with the normal camera of 48mp,3,Positive
487,487,,4,Positive
488,488, overall other performance,3,Positive
489,489, Such as battery,5,Positive
490,490, Gaming,4,Positive
491,491, Calling nd what's else all its awesome,5,Positive
492,492, I really loved it very much,5,Positive
493,493,If you play a lot of games then you can't get a better phone then this it works smoothly and the camera is pretty good too the only thing I don't like is that people say it overheats ,4,Positive
494,494, it doesn't the highest it goes is 52-53°c which is stable ,3,Positive
495,495, the temperature rises really quickly the liquid cooling is good though it decrease it's temperature under 2-3 minutes the biggest problem I think it has is that the back vibrates a lot whenever you are playing songs at high volume other than that t,3,Positive
496,496,Best mobile phone under 20k,5,Positive
497,497, Paradise for gamers,5,Positive
498,498, Camera is of decent quality,4,Positive
499,499, But perfomance is mind blowing,3,Positive
500,500, You can opt this beast under budget,3,Positive
501,501,POCO X3 Pro is really a good device and value for money,5,Positive
502,502, This device performance is awesome software wise,5,Positive
503,503, Camera quality is also nice,4,Positive
504,504,Overall I would say someone will not regret after buying this device,3,Positive
505,505,Flipkart is offering EMI on Debit card for payment which is really good,5,Positive
506,506, But the old phone exchange system is not good because flipkart doesn't take the phone and provide discount as they promise,2,Negative
507,507, It happened with me that i have to pay the amount at the time of collecting my new phone,3,Positive
508,508,A review with 1 month of usage,4,Positive
509,509,,4,Positive
510,510,I have upgraded from poco f1 with comparison that this x3 pro has bad Cameras,3,Positive
511,511, very lag UI,2,Negative
512,512, slow,2,Negative
513,513, no miui phone and message application,1,Negative
514,514,The gaming performance is only good and seems same to 845 processor,2,Negative
515,515,The battery backup is very good coming to its cons,5,Positive
516,516,It doesn't seems a great update to poco f1,3,Positive
517,517,Its very huge and takes a lot of time to get used to it,4,Positive
518,518, i haven't yet,3,Positive
519,519,To me the poco f1 is a champ compared to this,5,Positive
520,520,Pros,5,Positive
521,521,Phenomenal performanceBig 120Hz displayLong-lasting batteryCons,5,Positive
522,522,Big & bulkyNo 5GAverage cameraThe Poco X3 Pro is for Android gamers or power users on a budget,5,Positive
523,523, with near-flagship processing power in one of the cheapest phones on the market,2,Negative
524,524, It's big,3,Positive
525,525, it's bulky,3,Positive
526,526, and the camera's not great - but it’s still astonishing that Xiaomi has pulled this off,3,Positive
527,527,The Poco X3 Pro requires no introduction,3,Positive
528,528, It is one of the most anticipated mid-range smartphones of this year so far,5,Positive
529,529, After al,3,Positive
530,530,One of the best Android phones to use giving you complete value for money along with an unbeatable experience as an overall device,5,Positive
531,531, Well done POCO again!,5,Positive
532,532,After 1 week of usage,1,Negative
533,533, Performance wise its a awesome phone under 19 K,5,Positive
534,534, Camera quality is average,3,Positive
535,535, Battery backup is good,4,Positive
536,536, Processor is pretty awesome,5,Positive
537,537, Little bit heavy while using 1 hand,3,Positive
538,538, Overall a good phone,4,Positive
539,539,Nice product 😍😍😍🤩I liked it and fastest delivery,5,Positive
540,540, Value for money,5,Positive
541,541,Best performance with great battery backup,5,Positive
542,542, Outstanding picture quality,5,Positive
543,543,  I will suggest this for everyone 🥰😍🤩,5,Positive
544,544,I am writing the review after watching the mobile with concern for 2 days ,1,Negative
545,545, The battery is good ,4,Positive
546,546, Though it was draining for the high quality camera,3,Positive
547,547, I have turned it into standard,5,Positive
548,548, Picture quality is good and lovable,4,Positive
549,549, Display is good ,4,Positive
550,550, The drawback to me is that it is bulky in size and heavy to keep for hours in hand,3,Positive
551,551, Must buy if you want a smooth with good processor and camera and the battery ,5,Positive
552,552, Under 20k it is best to buy ,5,Positive
553,553, It gives a decent look overall it is my first mobile as I bought,4,Positive
554,554,(1)  Gamer's pov -----------      This is the best f*ucking phone for u if u wanna play heavy games like Bgmi Genshin impact etc under the price tag of 20k inr,5,Positive
555,555, I have played Bgmi continuously for hours and it ran super smooth maintaining about 58-60 fps constantly in ace tier classics,5,Positive
556,556, In costoms there was a little framedrop ,3,Positive
557,557, I think that's not a problem,3,Positive
558,558, Genshin impact gave above 50 fps on lower graphics settings ,2,Negative
559,559, if u bump up the graphics to max possible quality then u will get aroun,3,Positive
560,560,Guys  believe  me this phone  is a beast ,1,Negative
561,561,Maximum  Youtubers  say miui is full bugsAnd there are  bugs ,1,Negative
562,562, for low performance devices ,3,Positive
563,563,Not for this beast About  camera ,1,Negative
564,564,Some say poco x3 pro camera  is not goodDude  it is Sony imx 582  sensor  same as mi 11xAnd there are lots of AI which makes  camera better Gaming,2,Negative
565,565, Its runs BGMI smoothly  constant 60 fpsSmooth 60fpsHDR        60fpsSame graphics  settings  as iPhone,5,Positive
566,566,Performance,4,Positive
567,567,I have done  a speed  test  w,5,Positive
568,568,This is the true successor of poco F1,5,Positive
569,569, Poco has truly created History in Indian Smartphone market with this legendary Poco X3 Pro,5,Positive
570,570, Pros:1,5,Positive
571,571, Qualcomm Snapdragon 860 SoC which is the most powerful Soc in this price Segment,5,Positive
572,572, This is a true budget gaming smartphone as you can any Android games in 60 hz with the powerful Adreno 640 GPU2,5,Positive
573,573, UFS 3,5,Positive
574,574, 1 compatible super high speed 128 GB internal Storage which is the latest cutting edge technology in mobile storage in the entire smartphone mar,5,Positive
575,575,AFTER 2 MONTHS USAGE REVIEWEvery aspect of phone(Performance,2,Negative
576,576, Battery,5,Positive
577,577,Display,4,Positive
578,578,Audio call Quality,5,Positive
579,579,stereo sound) is great ,5,Positive
580,580, Except Camera performancePerformance: One of the strong area that actually compete on 35k price range phones,3,Positive
581,581, Liquid cooling do maintain the performance Of the phone almost everytime same without Break a sweatBattery: Battery lost long on daily basis almost one and half days,4,Positive
582,582, When used on heavy usage apps like CoD,3,Positive
583,583, NFS It mange to Run for more than Half Day and 33W c,2,Negative
584,584,The Poco X3 Pro has set yet another benchmark in the mid-range segment with its class-leading performance,5,Positive
585,585, The phone offers lag-free performance,4,Positive
586,586, which is what gaming aficionados mostly prefer,3,Positive
587,587, The vibrant stereo speakers and the high-refresh-rate display just adds to that fluid experience,5,Positive
588,588, But while the phone yields a power-packed performance,3,Positive
589,589, the cost-cutting factor is clearly visible in the display and camera segment,4,Positive
590,590, If you are looking for a complete package,4,Positive
591,591, then Poco X3 Pro's dull displ,2,Negative
592,592,Performance is beast as expectedCamera is decent in daylight conditions ( lots of Features ) Battery life is amazing Display is nice ( can't compare with amoled) still it's nice and 120 hz is pretty awesome and 240 hz touch sampling rate is amazingAudio quality is mesmerizing due to stereo speakersBut it vibrates when played loud,4,Positive
593,593, Charging speed is also good 0 to 100 in approx 80 mins No one waits the battery to go to 0 So within 1 hour it goes from 20 to 100,1,Negative
594,594,Don't worry about ,5,Positive
595,595,Very nice phone at this price ,5,Positive
596,596, totally impressive 😍 taken picture from this camera,5,Positive
597,597, you can see and guess yourself,5,Positive
598,598,I would like to recommend all to buy this phone,5,Positive
599,599, specially for gaming performance 🔥🔥,5,Positive
600,600,It's been more than 15 days I'm using this new poco X3 pro there is no issues it's well efficient with great value of money,5,Positive
601,601, If you're looking for a gaming phone it's totally good cause I used to play pubg,4,Positive
602,602, call of duty & minecraft and still find no issues,5,Positive
603,603, camera is more than sufficient with some new features,4,Positive
604,604, it has 860 Snapdragon so the processor is too good i don't think you will find this much ,3,Positive
605,605, it has LCD screen so I don't go for dark modes can cause heating issues still I didn't ,3,Positive
606,606,I have been using this device for 10 days check my detailed review below:Pros: Performance it's the best you can get,5,Positive
607,607, Camera: Main camera is a decent one takes good crisp shot on day light but the selfi camera struggles a lot in indoor and low light conditions,3,Positive
