,sentence_reviews,Score,Class
475,"2PROS :1) Superb build quality 2) Touch ID is blazing fast 3) Camera is very good, especially for videos4) Signal reception very good5) Earpiece volume for call is one of the loudest I have seen 6) Wi-Fi calling support with Airtel, Jio and Vodafone Idea (Tried in Mumbai and Maharashtra circl",4,Positive
476,"It's easy to hold, looks good ",4,Positive
477, slippery one,1,Negative
478, Performance is good,4,Positive
479, Battery is below average,2,Negative
480, If you turn off mobile data and use wifi then battery goes little more time,3,Positive
481, Back camera good in day light only,3,Positive
482, Front camera just ok ok,3,Positive
483," Someone who only use for mail, chat then its ok",3,Positive
484, Better go for iphone 11,3,Positive
485,Amazing Performance,5,Positive
486," If you are upgrading from an android, don't expect the battery life to be better",3,Positive
487," But if you upgrading from an Iphone 6, 7 or maybe 8, you will feel the difference",3,Positive
488, You can experience the speed with the A13 Bionic Chip,5,Positive
489, Camera Quality has improved,4,Positive
490, The best part is it's price,4,Positive
491, In this price you are getting a compact Iphone 11 Pro,5,Positive
492,"If you are looking to own an Iphone, you should 100% go for this",5,Positive
493,First of all let me tell you I am an Android user from years and still love it,5,Positive
494, The purpose to buy an iPhone was to switch for a new eco system and to experience it,4,Positive
495, It’s been only 4 days of using this device and here are my initial impressions,1,Negative
496, Pros:Fits in the budget,4,Positive
497,Handy device,4,Positive
498,Camera and display are awesome,5,Positive
499,Good network connectivity,4,Positive
500,Latest iOS update,5,Positive
501,Great build quality ( its glass back so be carefull )Performance is great,5,Positive
502,Can handle almost everything,5,Positive
503,And yes it’s an iPhone!Co,5,Positive
504,Breathtaking,5,Positive
505, Smooth Performance,5,Positive
506, Amazing Camera and video performance,5,Positive
507, Dual Sim,4,Positive
508, Smooth Networks,5,Positive
509," Ideal for first time Android users, who are doing the switch",5,Positive
510, Battery Backup is decent,3,Positive
511," Will last for a day, for a moderate user",3,Positive
512, Buy it for the A13 Bionic,5,Positive
513, You won't regret,5,Positive
514,"Good for normal use like browsing and not recommended for gaming because of small screen size,overall a good product from apple",4,Positive
515,It is a very good device,5,Positive
516, You will feel how premium is it whenever you hold in your hand,5,Positive
517, It is very nice to hold,5,Positive
518, And size is just perfect! Above all it has the best camera,5,Positive
519, See the attached picture which I clicked in the evening,4,Positive
520,You should go for the red one!,5,Positive
521,Firstly you all need to understand there is a crowd in this Huge Market for whom the ONLY THING WHICH MATTERS IS COMPACT SIZE,3,Positive
522, And probably phone companies are unable to understand this consumer behaviour,2,Negative
523, This market was not catered by any other company except to an extent by Google Pixel,1,Negative
524, Please remember each and every consumer who buys this phone is buying Primarily for its compact size,5,Positive
525," The dimensions are amazing, which overrides any other shortfall of the device such as battery, Screen s",5,Positive
526,First of all thank u apple for making such good phone,5,Positive
527,Guys this phone is Powerhouse with best processor,5,Positive
528,"Camera is too good in light, I mean best, ",3,Positive
529, don’t expect great pics in night,5,Positive
530," Battery life is good according to size and display of phone, keep one fast charger with u and forget about battery issue because there is no issue with battery if u are not a hardcore gamer",4,Positive
531, It gives u full day with battery with moderate use,4,Positive
532, Charging in 30 minutes with 12 watt charger is 50 to 60%,5,Positive
533, I guess v,3,Positive
534,I have been an android user since the beginning! I have used phones like poco f1 which had the flagship chips at their time ,5,Positive
535," honestly speaking the performance on this device is just out of the competition! I was very skeptical by some bad reviews on internet, ",1,Negative
536," to my very frank opinion it exceeded my expectations! Some things to keep in mind :*This phone has not so big display and only supports upto 720p videos on YouTube, so if you watch YouTube all day and love big screens it’s not th",4,Positive
537,Awesome,5,Positive
538," As always its iPhone all the way,be it ip13 or SE2",5,Positive
539, The name says it all,5,Positive
540, Smooth like a ,5,Positive
541,ter,5,Positive
542, No lag whatsoever,1,Negative
543, Proud to own a new iPhone at the price of refurbished ones,5,Positive
544, Wow,5,Positive
545, Thanks Flipkart! You did it,5,Positive
546," Camera is awesome, even in pitch darkness",5,Positive
547, The only Con is battery which is way too less in capacity and duration,3,Positive
548," But, hey, that’s also the plus point here",3,Positive
549, You can charge it fast to fill using 15w charger,5,Positive
550," Support to wireless charging is the icing on the cake, despite a bit to",4,Positive
551,I was aware of that this is a fantastic phone except the battary life before purchase,3,Positive
552, But I have specific use case as follows 1,3,Positive
553, I use it as business phone with lots of phone calls during a day,4,Positive
554, I do not have social media presence,1,Negative
555, Even the whatsapp is not installed,1,Negative
556, (I have whatsapp on second phone which I keep it at home and it works on home wifi),4,Positive
557, I only use imessage for close family members,3,Positive
558," It has all my business outlook email, calender, notes, Gmail is configured to inbuilt app",5,Positive
559,Best product ,5,Positive
560, apple could have launched it in very less price,3,Positive
561,Screensjze comparatively smallBeterry performance satisfactory Camera extra ordinarily Sensors and apps way fast and results jn blink Buy if price around 25 max,3,Positive
562,"Fantastic phone, in a beautiful form factor, handy, ergonomic and power packed device",5,Positive
563," Please do not go by the reviews of ""PUBG chipmunks"", who are looking for a device for gaming purposes",1,Negative
564," This is the perfect phone for no non sense every day users, who would like to make calls,browse the internet, use mail clients and do social networking",5,Positive
565,"I have been using iphones for a long time iPhone 4s - iphone 5s - iphone 6s , So when time came to change, I had to chose between iphone11 and iphone SE2020",4,Positive
566,Now I chose SE2020 and I am happy with the purchase,5,Positive
567,Main reason for choosing SE2020 was the latest CPU and fingerprint scanner,3,Positive
568,I am not comfortable with Face ID ,2,Negative
569,The Phone Size seems small ,3,Positive
570," for someone used to iphone 6S, it seems the same !!Don't want to admit this ",1,Negative
571," well, I would have loved to get iphone 11 ",3,Positive
572, then 20k i,2,Negative
573,Well what can u expect from a 30k iPhone,5,Positive
574," Normal battery, nice camera ",4,Positive
575," don’t go for se if you’re just going for camera cuz even if it performs well, you’ll see how it fares in low light and the front camera oh the front camera",3,Positive
576, It’s not bad ,3,Positive
577, it’s not good either,1,Negative
578, Or is it just me? Cuz I see mine a lil bit grainy and not like super clear,3,Positive
579, I know it’s just 7mp ,3,Positive
580, well,5,Positive
581, I compared it with an 11 and a 12,3,Positive
582, Let’s just say big bros gave it a beating,1,Negative
583, Overall good phone,4,Positive
584, But small screen and b,3,Positive
