Review Title,Review Text
Waste of money!,Battery is very poor . It coudnt stay for full day even without using net also..If you need primary phone don't buy it.Second sim is digital sim.
Perfect product!,Nice product
Highly recommended,Overall phone was brilliant but battery was so bad
Wonderful,My first iphone 🥰 value for money
Mind-blowing purchase,"I am using it for almost 2 weeks..awesome in this price..every aspect is good..battery backup is also good not sure why battery rating in flipkart is so less..I am also a Youtuber, from that aspect this is also very worthy..overall a very good product."
Good quality product,"My first Iphone purchase..and what u get is a small screen phone and a small battery back up..Is it worth?I think..as of now yes...Camera is great,Phone works smooth,superb display. Still working out lot of things,let’s see ....some photos I clicked..it’s not all camera..the weather was stunning"
Excellent,Good phone
Fair,Battery back up very poor &  erpods adapter not in the box
Super!,Awesome Phone
Highly recommended,Compact and powerful.
Simply awesome,Good
Worth every penny,"I have upgraded from iPhone 7 so let me start with saying I am not at all feeling bad about the small screen this phone comes with. More it’s compact. The phone comes with the power packed A13 3rd gen chipset, for this price this phone out does all premium androids and flagship androids. Also IPhone SE 2020 is to end the family rivalry XR. This is new standard in mobile tech, high build quality, up to date tech, compact (small for large screen likers), post modern accessibility tech and camer..."
Super!,Best
Delightful,The model i got is Assembled in INDIA which do-not have charger brick & EarPods The box only contains THE PHONE & THE CHARGING CABLE AND THE PAPER GUIDS WITH ONE APPLE STICKER100% The phone is value for the money
Mind-blowing purchase,"Awesome product, but only concern with battery."
Classy product,Delivery was very fast before 18 hours without any extra charges.
Simply awesome,It’s a great product from Apple and it’s worth buying.The delivery was on time.
Best in the market!,Just as you expect in an apple product. Disappointed with camera performance but the rest of features are great. So try the phone in hand before you decide to buy as it is indeed a small screen and you have to have a liking for such phones before you buy
Highly recommended,Totally satisfied with this product 😍
Value-for-money,Overall it is good but only drawback is the battery to be charged everyday
Wonderful,"No games installed, just with normal usage as well battery drains fast. Won't last for a day per full charge. Everything else is top notch."
Expected a better product,Battery big problem
Wonderful,"Worth every penny. Apple gives such a nice phone in this price range. Slim, small and comfortable."
Utterly Disappointed,Ear side speaker stopped working within four months.
Fabulous!,Best device under this price segment
Must buy!,Really worth buying
Perfect product!,"Very good purchase ever. It is small in size, but big in performance. I have met with all my need, i wanted from it."
Simply awesome,Great purchase. Terrific performance.
Terrific purchase,"Very good,. worth the price."
Best in the market!,great experiance
Classy product,BEST
Classy product,excellent phone....
Best in the market!,Value for money phone
Simply awesome,"Using I phone 6s from 4year and upgraded to SE 2020 Screen size is similar to 6S but feels more plush, speed is superb absolute no lag, I feel size of the phone is pretty decent for daily usage purpose, Battery life is also better one charge last long for a day,Overall value for money phone."
Awesome,"Apparently the camera is one of the best I’ve come acrossComparing it with the oneplus 7 or 7T , being a single lens ; it outperformed the other two devices. I’ve attached 2 image files along with this review and i just want all of you to understand that post shoot refining of the image, exposure and colour correction are equally important for a vibrant picture to pop out.All the professional landscape images we see around have been colour corrected, mostly. I have used the Adobe Light roo..."
Good choice,"Superb Device just go for it.Battery is also evident, camera is good but lacks clarity in low lighting !"
Just okay,Everything is good except the battery.
Mind-blowing purchase,"Excellent product, the people who wants to buy a budget friendly phone this is the best one"
Terrific,Awesome product ...Got it @ a great priceWanted this model ever since I used the 5S
Worth the money,The phone is  a copy of iphone 8 and it's features are same....
Fabulous!,Nice product
Good quality product,"I bought this for its compact size , performance is very good . But if buying for calls (as it has compact size) them don't go for it. BATTERY IS REALLY BAD. u have to change twice a day on just calling ( if u get too much calls )"
Wonderful,Good
Simply awesome,Awsome camera awsome performance but battery could have been better
Awesome,Phone is excellent in every aspect. You will get used to with battery after a week. So don't think and doubt about small battery.
Classy product,Got at a awesome discount price. Best value for money
Highly recommended,Good Hands compatible mobile
Wonderful,"Never exchange your old phones with Flipkart,always they degrade the value of ur phone and try to give lesser amount"
Terrific,"Will its an iPhone. So, what to say. Its great"
Great product,Best deal ever😊😊
Great product,Good but battery can be give good back up
Just wow!,I am last 4 years use iPhone. Experience is good with iPhone 👍👌
Good choice,Battery could have been better and there's definitely heating issues.Other than that can't complain much.
Excellent,Best one for me. I don't use my phone aggressively! I take care of my gadgets well and don't compare the Apple products with Android ones. The android users and apple users have a major  difference in what they want from their gadgets and I think it's really unfair to compare two different operating systems!
Value-for-money,"Switiching to iPhone from Android, you will never regret.Touch and ownership experience is excellent, no need to go more on this everyone knows this.Only thing is Battery DrainageEven if you moderately use, Like you are browsing through mails, social media scrolling sometime then you need to charge twice a day.IMPORTANT: Check carefully what you order includes charger adapter and earphones or not, the one i ordered did not include and i was disappointed, had to buy charger extra 2k INR."
Decent product,"Inside box you could not get charger and head phone,Battery is below average quality, Other wise this phone is ok condition and good built quality"
Nice,"I am writing this after 1 month of usage, battery backup is very bad and mobile has heating issues when you doesn’t charge with apple adapter."
Really Nice,Why always poor battery apple.... an apple can energize full body... but it don't have battery i think they have taken it seriously....🤔
Great product,Its smooth! And A13 is working absolutely awesome! Very comfortable in hand.. Not like other bulky phones in the market!
Terrific purchase,nice product but not adaptor
Brilliant,Poor batteryBad mobile data receptionTakes long in switching from wifi to mobile data
Highly recommended,Terrific purchase got it for 25k
Best in the market!,awesome phone.😍
Wonderful,Camera and performance is good.
Fabulous!,Really good buy. Enjoyed the experience. 100% satisfied
Fabulous!,Phone is good at this price point. But battery can be improved.
Worthless,Not that great You can buy better phones in this price range
Wonderful,iPhone SE Camara Results is really awesome and Night Results is also very Good.... Nice look ☺️😊👌
Mind-blowing purchase,Flipkart was decreasing the value of iphone
Just okay,"battery backup is a concern here, hardly gives a day backup with average use."
Super!,"If you are not into playing games on mobile and want to enter into apple environment, this is the best phone. Great camera, battery lasting for a day, and of course feel of IOS.On time delivery from Flipkart."
Terrific purchase,"Wow! First time I felt that this is not a garbage bin but a phone. I had similar kind of experience while using windows but Android is like a lot of useless things packed. I have no issues with the phone. But there are 3 areas where it might disappoint you.1. Display: It's not a problem for me as I seriously prefer this dispaly of iPhone notches on high-level phones. I hope we will see punch hole soon.2. Battery: Drains a bit faster.3. Gestures: If you are using a phones with gestures, u a..."
Just okay,Best cameraBest perfomanceWorst batteryWorst display
Best in the market!,"The phone have best camera, best performance but its battery made me sad."
Wonderful,OVERALL IT IS A PERFECT MOBILE FOR A MEDIUM USERS. CONS BATTERY LIFESIZE
Classy product,Superb product ❤️
Very Good,It’s good product and value for money
Must buy!,Camera more than my expectations and the phone is best value for money
Simply awesome,Nice
Just wow!,Very very good performance and camera is awsm . Best product . One handed size . thankyou flipkart gives at 26k only
Nice,"First of all d country of origin was China, 2nd d battery life is extremely low!!"
Excellent,Everything is fine..intitiallly I thought there will be battery issue those who have put regarding battery issues they might got defective product...it's an amazing mobile...
Super!,Ph is excellent 👌
Wonderful,Nice camera and performance .
Perfect product!,I'm very happy with this iPhone...
Highly recommended,Awesome
Highly recommended,Apple at its best.. Strongly recommended....
Wonderful,"Battery backup isn’t as bad as many are reporting. If you are not a gamer, this phone should pretty much last a day on a normal usage. WhatsApp video call drains battery a lot. But i have seen that happening on Oneplus as well. So should be a general issue. Overall a nice handy phone. Must buy for people looking for a phone to use single hand."
Just wow!,"Good phone for basic use(chatting, calling, clicking few photos)Battery drains quickly on heavy use(watching videos or gaming)Got the 128gb version for 40k after applying offers so I felt it was worth it.Why to spend 30k on oppo,vivo etc"
Super!,Best mobile in the market and camera is mind blowing.
Just wow!,It is a very good phone at a very low price.Flagship processorBest cameraBest for those who want small phone
Wonderful,Awesome product...
Must buy!,"Once you purchased iPhone se2020,You will never go back for Android phones.Excellent performance with decent camera."
Fabulous!,"No comments on apple products, it’s simply handy and awesome, as it’s my first apple mobile and I loved it"
Terrific purchase,Gud
Just wow!,"After so much of research and reading reviews finally took a decision of buying SE. Absolutely in love with the camera quality. If you’re on budget and want to buy IOS please go for SE. So far i haven’t faced any issue for Battery, if your useage is normal i dont think you will have a battery complain. Overall its good. Attaching a picture for reference."
good i phone in this price,"good product , baterry low , charge 2 times in a day , camera gd, speed also well"
Useless product,Mic is not working
Worth every penny,Awesome Product Not Bad
Worth every penny,Only 1 word : Awesome
Just okay,"Well basically I bought it because of the small size and the processor, so there's not any kind of problem. But battery could have been better, I know it's a small handset so battery will be small, but the rate at which battery drains is really bad."
Perfect product!,Just love the IPhone  ...SE2020
